text,label,sentiment,word_count,avg_word_length,original_label,split,text_original,text_clean,token_count,text_length_clean,word_count_clean,avg_word_length_clean
italylogue cool so is it at that point we can laugh and make fun congrats though,1,positive,16,5.0,4,test,italylogue cool so is it at that point we can laugh and make fun congrats though,italylogue cool so is it at that point we can laugh and make fun congrats though,16,80,16,4.0625
thinking that twitter is boaring,0,negative,5,6.4,0,test,thinking that twitter is boaring,thinking that twitter is boaring,5,32,5,5.6
the university of pretoria is a great place to contract at,1,positive,11,5.2727272727272725,4,test,the university of pretoria is a great place to contract at,the university of pretoria is a great place to contract at,11,58,11,4.363636363636363
day trip to hachie me and the little are getting our toes done lawrens grad party later good day,1,positive,19,5.052631578947368,4,test,day trip to hachie me and the little are getting our toes done lawrens grad party later good day,day trip to hachie me and the little are getting our toes done lawrens grad party later good day,19,96,19,4.105263157894737
former pawnshop were jimi hendrix got his st guitar seattle now a check cashing joint,0,negative,15,5.666666666666667,0,test,former pawnshop were jimi hendrix got his st guitar seattle now a check cashing joint,former pawnshop were jimi hendrix got his st guitar seattle now a check cashing joint,15,85,15,4.733333333333333
not a fan of this humid heat jazz in june is going to be sweltering ugh,0,negative,16,4.4375,0,test,not a fan of this humid heat jazz in june is going to be sweltering ugh,not a fan of this humid heat jazz in june is going to be sweltering ugh,16,71,16,3.5
oh woah i do not hook up up,1,positive,8,3.375,4,test,oh woah i do not hook up up,oh woah i do not hook up up,8,27,8,2.5
wellyal we should do the good old rove thing and flash our lights to see if we can see each others house,1,positive,22,4.727272727272728,4,test,wellyal we should do the good old rove thing and flash our lights to see if we can see each others house,wellyal we should do the good old rove thing and flash our lights to see if we can see each others house,22,104,22,3.772727272727273
chickie i am showering amp going to bed cant handle life my ice cream he ate it i want my chunky monkey ice cream and he ate it,0,negative,28,4.535714285714286,0,test,chickie i am showering amp going to bed cant handle life my ice cream he ate it i want my chunky monkey ice cream and he ate it,chickie i am showering amp going to bed cant handle life my ice cream he ate it i want my chunky monkey ice cream and he ate it,28,127,28,3.5714285714285716
i miss all of my cousins,0,negative,6,4.0,0,test,i miss all of my cousins,i miss all of my cousins,6,24,6,3.1666666666666665
pmsl i dont have corned beep up my nose that was sean haha hes been workin workin goodtimes,1,positive,18,5.055555555555555,4,test,pmsl i dont have corned beep up my nose that was sean haha hes been workin workin goodtimes,pmsl i dont have corned beep up my nose that was sean haha hes been workin workin goodtimes,18,91,18,4.111111111111111
consiliera thanks doesnt seem he his books have been published in english im still looking though,1,positive,16,6.0625,4,test,consiliera thanks doesnt seem he his books have been published in english im still looking though,consiliera thanks doesnt seem he his books have been published in english im still looking though,16,97,16,5.125
pixiesongs have fun,1,positive,3,6.333333333333333,4,test,pixiesongs have fun,pixiesongs have fun,3,19,3,5.666666666666667
solkana the region of canada i came from though hardly the land of milk amp honey had no daylight savings it was great,1,positive,23,5.130434782608695,4,test,solkana the region of canada i came from though hardly the land of milk amp honey had no daylight savings it was great,solkana the region of canada i came from though hardly the land of milk amp honey had no daylight savings it was great,23,118,23,4.173913043478261
mikeypiff u didnt say it me,0,negative,6,4.5,0,test,mikeypiff u didnt say it me,mikeypiff u didnt say it me,6,27,6,3.6666666666666665
is having a major shopping crisis d i basically want to buy everything,0,negative,13,5.384615384615385,0,test,is having a major shopping crisis d i basically want to buy everything,is having a major shopping crisis d i basically want to buy everything,13,70,13,4.461538461538462
i wish i was in slh but im notso no chatroom for me,0,negative,13,3.923076923076923,0,test,i wish i was in slh but im notso no chatroom for me,i wish i was in slh but im notso no chatroom for me,13,51,13,3.0
waiting for the other vehicle of the carpoolthey left the tickets at home and went back to get them minutes behind so far,0,negative,23,5.260869565217392,0,test,waiting for the other vehicle of the carpoolthey left the tickets at home and went back to get them minutes behind so far,waiting for the other vehicle of the carpoolthey left the tickets at home and went back to get them minutes behind so far,23,121,23,4.304347826086956
clunkclunk baaahhhh thanks for the update kwod was the first sac station i listened to back in the summer of in davis end of an era,0,negative,26,5.038461538461538,0,test,clunkclunk baaahhhh thanks for the update kwod was the first sac station i listened to back in the summer of in davis end of an era,clunkclunk baaahhhh thanks for the update kwod was the first sac station i listened to back in the summer of in davis end of an era,26,131,26,4.076923076923077
andysowards i passed out on the couch with my mbp burning a whole through me finally woke up when there was smoke,1,positive,22,5.136363636363637,4,test,andysowards i passed out on the couch with my mbp burning a whole through me finally woke up when there was smoke,andysowards i passed out on the couch with my mbp burning a whole through me finally woke up when there was smoke,22,113,22,4.181818181818182
is at home chilllin about to roll on to sleep feelin so fresh and clean plus cool ahhh,1,positive,18,4.777777777777778,4,test,is at home chilllin about to roll on to sleep feelin so fresh and clean plus cool ahhh,is at home chilllin about to roll on to sleep feelin so fresh and clean plus cool ahhh,18,86,18,3.8333333333333335
murdersandwich lol popow nice tweets from last weekend,0,negative,8,6.75,0,test,murdersandwich lol popow nice tweets from last weekend,murdersandwich lol popow nice tweets from last weekend,8,54,8,5.875
getting prom shoes today with money i dont have because my friends threatened to buy them for me i dont like when ppl buy me stuff lol,1,positive,27,4.962962962962963,4,test,getting prom shoes today with money i dont have because my friends threatened to buy them for me i dont like when ppl buy me stuff lol,getting prom shoes today with money i dont have because my friends threatened to buy them for me i dont like when ppl buy me stuff lol,27,134,27,4.0
locked my keys in my car walking home from raleys its starting to rain,0,negative,14,5.0,0,test,locked my keys in my car walking home from raleys its starting to rain,locked my keys in my car walking home from raleys its starting to rain,14,70,14,4.071428571428571
smosh but sometimes i pee my pants easy poop can help with my pee problem tooo,0,negative,16,4.875,0,test,smosh but sometimes i pee my pants easy poop can help with my pee problem tooo,smosh but sometimes i pee my pants easy poop can help with my pee problem tooo,16,78,16,3.9375
lucykd are you gonna tell him ive eaten skittles was only a mini pack,0,negative,14,4.928571428571429,0,test,lucykd are you gonna tell him ive eaten skittles was only a mini pack,lucykd are you gonna tell him ive eaten skittles was only a mini pack,14,69,14,4.0
marikos masterwords of the last days quotjonadaanquot and quotmoffaaquot,1,positive,9,8.0,4,test,marikos masterwords of the last days quotjonadaanquot and quotmoffaaquot,marikos masterwords of the last days quotjonadaanquot and quotmoffaaquot,9,72,9,7.111111111111111
matthewhass dont you like the idea of the rolling blue waive great video back in them days,1,positive,17,5.294117647058823,4,test,matthewhass dont you like the idea of the rolling blue waive great video back in them days,matthewhass dont you like the idea of the rolling blue waive great video back in them days,17,90,17,4.352941176470588
s u n work tomorrow i need money lots of money,1,positive,11,4.181818181818182,4,test,s u n work tomorrow i need money lots of money,s u n work tomorrow i need money lots of money,11,46,11,3.272727272727273
antoniette go out definitely have fun,1,positive,6,6.166666666666667,4,test,antoniette go out definitely have fun,antoniette go out definitely have fun,6,37,6,5.333333333333333
lots of questions about where quotquot came from for music grouplook at your phone key padthe s for dmv are hotness,1,positive,21,5.476190476190476,4,test,lots of questions about where quotquot came from for music grouplook at your phone key padthe s for dmv are hotness,lots of questions about where quotquot came from for music grouplook at your phone key padthe s for dmv are hotness,21,115,21,4.523809523809524
singing in guitar hero and doing pretty well,1,positive,8,5.5,4,test,singing in guitar hero and doing pretty well,singing in guitar hero and doing pretty well,8,44,8,4.625
emilygmillie yes shes excited and sad said no one but mommy goes to her shows,0,negative,15,5.133333333333334,0,test,emilygmillie yes shes excited and sad said no one but mommy goes to her shows,emilygmillie yes shes excited and sad said no one but mommy goes to her shows,15,77,15,4.2
kristenmstewart ameliastrauss ugh im going to have to take a rain check today too ive got to be way out by pm,0,negative,22,4.954545454545454,0,test,kristenmstewart ameliastrauss ugh im going to have to take a rain check today too ive got to be way out by pm,kristenmstewart ameliastrauss ugh im going to have to take a rain check today too ive got to be way out by pm,22,109,22,4.0
thelane depends how much work i have on,0,negative,8,4.875,0,test,thelane depends how much work i have on,thelane depends how much work i have on,8,39,8,4.0
sat chillaxin pity weather changed tho,0,negative,6,6.333333333333333,0,test,sat chillaxin pity weather changed tho,sat chillaxin pity weather changed tho,6,38,6,5.5
m wildbar owns the dance floor in the early hours yesterday,1,positive,11,5.363636363636363,4,test,m wildbar owns the dance floor in the early hours yesterday,m wildbar owns the dance floor in the early hours yesterday,11,59,11,4.454545454545454
in hangzhou china once again,0,negative,5,5.6,0,test,in hangzhou china once again,in hangzhou china once again,5,28,5,4.8
need to wee but have to get out of bed first,0,negative,11,4.0,0,test,need to wee but have to get out of bed first,need to wee but have to get out of bed first,11,44,11,3.090909090909091
celticfish haha exactly xd btw have u listened to any bob schneider idk if ud like but u should give him a try,1,positive,23,4.782608695652174,4,test,celticfish haha exactly xd btw have u listened to any bob schneider idk if ud like but u should give him a try,celticfish haha exactly xd btw have u listened to any bob schneider idk if ud like but u should give him a try,23,110,23,3.8260869565217392
tonight is the studio and then a review of the chapter online business training and perhaps some wild rasberry zinger with honey,1,positive,22,5.818181818181818,4,test,tonight is the studio and then a review of the chapter online business training and perhaps some wild rasberry zinger with honey,tonight is the studio and then a review of the chapter online business training and perhaps some wild rasberry zinger with honey,22,128,22,4.863636363636363
smuttysteff oh noes to the max,0,negative,6,5.0,0,test,smuttysteff oh noes to the max,smuttysteff oh noes to the max,6,30,6,4.166666666666667
ohaicourtney ik i clicked her myspace amp her status was quotalex blocked me from his myspace i dont deserve thisquot,0,negative,20,5.85,0,test,ohaicourtney ik i clicked her myspace amp her status was quotalex blocked me from his myspace i dont deserve thisquot,ohaicourtney ik i clicked her myspace amp her status was quotalex blocked me from his myspace i dont deserve thisquot,20,117,20,4.9
troublepandapr k thanx fakerparissucks,1,positive,4,9.5,4,test,troublepandapr k thanx fakerparissucks,troublepandapr k thanx fakerparissucks,4,38,4,8.75
another lovely day in the city by the bay,1,positive,9,4.555555555555555,4,test,another lovely day in the city by the bay,another lovely day in the city by the bay,9,41,9,3.6666666666666665
yayyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy red bull and back of the net oops mixed metaphors with the sport,1,positive,14,7.428571428571429,4,test,yayyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy red bull and back of the net oops mixed metaphors with the sport,yayyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy red bull and back of the net oops mixed metaphors with the sport,14,104,14,6.5
and i find it kinda funnyamp i find it kinda sad,0,negative,11,4.363636363636363,0,test,and i find it kinda funnyamp i find it kinda sad,and i find it kinda funnyamp i find it kinda sad,11,48,11,3.4545454545454546
faseidl yes sdq is a buzzword friendly tag for what i believe many people have understood about virtues of linkeddata web for eons,1,positive,23,5.652173913043479,4,test,faseidl yes sdq is a buzzword friendly tag for what i believe many people have understood about virtues of linkeddata web for eons,faseidl yes sdq is a buzzword friendly tag for what i believe many people have understood about virtues of linkeddata web for eons,23,130,23,4.695652173913044
mean creatures up to no good mmm,1,positive,7,4.571428571428571,4,test,mean creatures up to no good mmm,mean creatures up to no good mmm,7,32,7,3.7142857142857144
posting a new vid nothing to do with weight loss just felt like vlogging,1,positive,14,5.142857142857143,4,test,posting a new vid nothing to do with weight loss just felt like vlogging,posting a new vid nothing to do with weight loss just felt like vlogging,14,72,14,4.214285714285714
i really want to see you i love you,0,negative,9,3.888888888888889,0,test,i really want to see you i love you,i really want to see you i love you,9,35,9,3.0
scissorhandvamp jellybeanz is coming along quite well i may cry next chapter lullaby too sadpoor ryan eyes water,0,negative,18,6.222222222222222,0,test,scissorhandvamp jellybeanz is coming along quite well i may cry next chapter lullaby too sadpoor ryan eyes water,scissorhandvamp jellybeanz is coming along quite well i may cry next chapter lullaby too sadpoor ryan eyes water,18,112,18,5.277777777777778
mda just think about how badly youll be craving one by tomorrow the payoff will be twice is sweet,1,positive,19,5.105263157894737,4,test,mda just think about how badly youll be craving one by tomorrow the payoff will be twice is sweet,mda just think about how badly youll be craving one by tomorrow the payoff will be twice is sweet,19,97,19,4.157894736842105
im sooooo hungry but im not going to nanas today,0,negative,10,4.8,0,test,im sooooo hungry but im not going to nanas today,im sooooo hungry but im not going to nanas today,10,48,10,3.9
with rhett going to watch buffy,1,positive,6,5.166666666666667,4,test,with rhett going to watch buffy,with rhett going to watch buffy,6,31,6,4.333333333333333
rain last night cleaned scary room better what a vacation at least i got somethings accomplished but would rather be at the beach,1,positive,23,5.608695652173913,4,test,rain last night cleaned scary room better what a vacation at least i got somethings accomplished but would rather be at the beach,rain last night cleaned scary room better what a vacation at least i got somethings accomplished but would rather be at the beach,23,129,23,4.6521739130434785
ktleydon now im more worried that theyll make me swallow a tablet that i am about getting swine flu xd,0,negative,20,5.1,0,test,ktleydon now im more worried that theyll make me swallow a tablet that i am about getting swine flu xd,ktleydon now im more worried that theyll make me swallow a tablet that i am about getting swine flu xd,20,102,20,4.15
up and getting ready to take my babies to a movie love a thunder storm need a kiss though,0,negative,19,4.684210526315789,0,test,up and getting ready to take my babies to a movie love a thunder storm need a kiss though,up and getting ready to take my babies to a movie love a thunder storm need a kiss though,19,89,19,3.736842105263158
maureenmcgowan thank you so much for your response re cdnus agents im new at twitter so i just found it now thanks again,1,positive,23,5.217391304347826,4,test,maureenmcgowan thank you so much for your response re cdnus agents im new at twitter so i just found it now thanks again,maureenmcgowan thank you so much for your response re cdnus agents im new at twitter so i just found it now thanks again,23,120,23,4.260869565217392
up is my new favourite movie best movie ever,1,positive,9,4.888888888888889,4,test,up is my new favourite movie best movie ever,up is my new favourite movie best movie ever,9,44,9,4.0
it looks like rain perfect,0,negative,5,5.2,0,test,it looks like rain perfect,it looks like rain perfect,5,26,5,4.4
keelagreenlee mattgrooms bje i love you guys miss you,0,negative,9,5.888888888888889,0,test,keelagreenlee mattgrooms bje i love you guys miss you,keelagreenlee mattgrooms bje i love you guys miss you,9,53,9,5.0
kepp eww when i was a kid i was doing laundry and a big one landed on my ear i was thinking it was my hair but it was moving ahh lol,0,negative,32,4.125,0,test,kepp eww when i was a kid i was doing laundry and a big one landed on my ear i was thinking it was my hair but it was moving ahh lol,kepp eww when i was a kid i was doing laundry and a big one landed on my ear i was thinking it was my hair but it was moving ahh lol,32,132,32,3.15625
who needs enemies when you have friends like mine,1,positive,9,5.444444444444445,4,test,who needs enemies when you have friends like mine,who needs enemies when you have friends like mine,9,49,9,4.555555555555555
hollie haha thanks im gonna be out though so im thinking iplayerxx,1,positive,12,5.5,4,test,hollie haha thanks im gonna be out though so im thinking iplayerxx,hollie haha thanks im gonna be out though so im thinking iplayerxx,12,66,12,4.583333333333333
brennabeesmalls lame smalls and biggs are much cooler i guess ill live with my normal name,0,negative,16,5.625,0,test,brennabeesmalls lame smalls and biggs are much cooler i guess ill live with my normal name,brennabeesmalls lame smalls and biggs are much cooler i guess ill live with my normal name,16,90,16,4.6875
heading off to an epicure party not buying though too broke,0,negative,11,5.363636363636363,0,test,heading off to an epicure party not buying though too broke,heading off to an epicure party not buying though too broke,11,59,11,4.454545454545454
pushplaynick haha whoo hbo yay going out nick you should come over mrscjbaran,1,positive,13,5.923076923076923,4,test,pushplaynick haha whoo hbo yay going out nick you should come over mrscjbaran,pushplaynick haha whoo hbo yay going out nick you should come over mrscjbaran,13,77,13,5.0
tomorrow is gonna be excitingtense we falkirk could get relegated,0,negative,10,6.5,0,test,tomorrow is gonna be excitingtense we falkirk could get relegated,tomorrow is gonna be excitingtense we falkirk could get relegated,10,65,10,5.6
daynah you missed dev camp matt showed us the secret wordpress easter egg its pretty funny see you again at wordcamp la,0,negative,22,5.409090909090909,0,test,daynah you missed dev camp matt showed us the secret wordpress easter egg its pretty funny see you again at wordcamp la,daynah you missed dev camp matt showed us the secret wordpress easter egg its pretty funny see you again at wordcamp la,22,119,22,4.454545454545454
hey tommyblack of the associates u st then vdub send my love out to yall hot tommy black tv live,1,positive,20,4.8,4,test,hey tommyblack of the associates u st then vdub send my love out to yall hot tommy black tv live,hey tommyblack of the associates u st then vdub send my love out to yall hot tommy black tv live,20,96,20,3.85
punkythesinger you got me but i understandlol,0,negative,7,6.428571428571429,0,test,punkythesinger you got me but i understandlol,punkythesinger you got me but i understandlol,7,45,7,5.571428571428571
kaseyerin no twitterberry for iphone i hear that is the best,0,negative,11,5.454545454545454,0,test,kaseyerin no twitterberry for iphone i hear that is the best,kaseyerin no twitterberry for iphone i hear that is the best,11,60,11,4.545454545454546
its sooo fucking hot i hope my baby joniedrama is done moving and in the ac by now,0,negative,18,4.555555555555555,0,test,its sooo fucking hot i hope my baby joniedrama is done moving and in the ac by now,its sooo fucking hot i hope my baby joniedrama is done moving and in the ac by now,18,82,18,3.611111111111111
trap mixes the collection just hit over downloads on datpiffcom so im feelin pretty good bout now,1,positive,17,5.705882352941177,4,test,trap mixes the collection just hit over downloads on datpiffcom so im feelin pretty good bout now,trap mixes the collection just hit over downloads on datpiffcom so im feelin pretty good bout now,17,97,17,4.764705882352941
enderthomas just a quick quothelloquot ender i miss your tweets hope all is okay luv ya peg xoxox,0,negative,18,5.388888888888889,0,test,enderthomas just a quick quothelloquot ender i miss your tweets hope all is okay luv ya peg xoxox,enderthomas just a quick quothelloquot ender i miss your tweets hope all is okay luv ya peg xoxox,18,97,18,4.444444444444445
milestorres no problem good to tweet you,1,positive,7,5.714285714285714,4,test,milestorres no problem good to tweet you,milestorres no problem good to tweet you,7,40,7,4.857142857142857
heading to nextmedia after party courtesy of rare method thanks tom,1,positive,11,6.090909090909091,4,test,heading to nextmedia after party courtesy of rare method thanks tom,heading to nextmedia after party courtesy of rare method thanks tom,11,67,11,5.181818181818182
thisgoeshere i finally got my room organized took me days and good night,1,positive,13,5.538461538461538,4,test,thisgoeshere i finally got my room organized took me days and good night,thisgoeshere i finally got my room organized took me days and good night,13,72,13,4.615384615384615
hatz goodnight suea con los angelitos,1,positive,6,6.166666666666667,4,test,hatz goodnight suea con los angelitos,hatz goodnight suea con los angelitos,6,37,6,5.333333333333333
chiodos youre not coming to chicago i think im gonna cry unless i end up going to warped tour then ill be ok,0,negative,23,4.695652173913044,0,test,chiodos youre not coming to chicago i think im gonna cry unless i end up going to warped tour then ill be ok,chiodos youre not coming to chicago i think im gonna cry unless i end up going to warped tour then ill be ok,23,108,23,3.739130434782609
is in floridddaaaa but its raining,0,negative,6,5.666666666666667,0,test,is in floridddaaaa but its raining,is in floridddaaaa but its raining,6,34,6,4.833333333333333
so i found my phone i am not saying where anyway no new phone for now,0,negative,16,4.3125,0,test,so i found my phone i am not saying where anyway no new phone for now,so i found my phone i am not saying where anyway no new phone for now,16,69,16,3.375
nickcarter im excited bout the new websiteonly thing isim poor and dont have enough money to pay for a subscription,0,negative,20,5.75,0,test,nickcarter im excited bout the new websiteonly thing isim poor and dont have enough money to pay for a subscription,nickcarter im excited bout the new websiteonly thing isim poor and dont have enough money to pay for a subscription,20,115,20,4.8
lashlady haha theres lots of those ones d how old is the episode roughly its on every night at here,1,positive,20,4.95,4,test,lashlady haha theres lots of those ones d how old is the episode roughly its on every night at here,lashlady haha theres lots of those ones d how old is the episode roughly its on every night at here,20,99,20,4.0
oh tubilino youre part of the california conspiracy overnight from albuquerque eyelids closed drivin t,1,positive,15,6.8,4,test,oh tubilino youre part of the california conspiracy overnight from albuquerque eyelids closed drivin t,oh tubilino youre part of the california conspiracy overnight from albuquerque eyelids closed drivin t,15,102,15,5.866666666666666
fuk my wrist hurts im out of commission,0,negative,8,4.875,0,test,fuk my wrist hurts im out of commission,fuk my wrist hurts im out of commission,8,39,8,4.0
new moon new moon new moon new moon new moon new moon new moon new mooon trailer premiering mtv movie awards,1,positive,21,5.142857142857143,4,test,new moon new moon new moon new moon new moon new moon new moon new mooon trailer premiering mtv movie awards,new moon new moon new moon new moon new moon new moon new moon new mooon trailer premiering mtv movie awards,21,108,21,4.190476190476191
having my coffee on this gloomyrainy morning cant sit out on our deck and look onto the lake today,0,negative,19,5.157894736842105,0,test,having my coffee on this gloomyrainy morning cant sit out on our deck and look onto the lake today,having my coffee on this gloomyrainy morning cant sit out on our deck and look onto the lake today,19,98,19,4.2105263157894735
beckypidz you charmer do you like football too,1,positive,8,5.75,4,test,beckypidz you charmer do you like football too,beckypidz you charmer do you like football too,8,46,8,4.875
my laptop has a virus i think,0,negative,7,4.142857142857143,0,test,my laptop has a virus i think,my laptop has a virus i think,7,29,7,3.2857142857142856
whitneyhamric i think so she and neal are gone now to drop her off,0,negative,14,4.714285714285714,0,test,whitneyhamric i think so she and neal are gone now to drop her off,whitneyhamric i think so she and neal are gone now to drop her off,14,66,14,3.7857142857142856
erikaangel hed be like yayyyy haaa no hed prolly think we were wierd lmao,1,positive,14,5.214285714285714,4,test,erikaangel hed be like yayyyy haaa no hed prolly think we were wierd lmao,erikaangel hed be like yayyyy haaa no hed prolly think we were wierd lmao,14,73,14,4.285714285714286
was really pod when i woke up this morning and realized it was monday,0,negative,14,4.928571428571429,0,test,was really pod when i woke up this morning and realized it was monday,was really pod when i woke up this morning and realized it was monday,14,69,14,4.0
just need one more follower,1,positive,5,5.4,4,test,just need one more follower,just need one more follower,5,27,5,4.6
this is either severe pms or im truly a bipolar biatch im in a pretty crappy mood and being treated like im stupid doesnt help,0,negative,25,5.04,0,test,this is either severe pms or im truly a bipolar biatch im in a pretty crappy mood and being treated like im stupid doesnt help,this is either severe pms or im truly a bipolar biatch im in a pretty crappy mood and being treated like im stupid doesnt help,25,126,25,4.08
usb stopped working,0,negative,3,6.333333333333333,0,test,usb stopped working,usb stopped working,3,19,3,5.666666666666667
nurul u r the best xxoo right back atcha,1,positive,9,4.444444444444445,4,test,nurul u r the best xxoo right back atcha,nurul u r the best xxoo right back atcha,9,40,9,3.5555555555555554
ladygaga thanks for following me,1,positive,5,6.4,4,test,ladygaga thanks for following me,ladygaga thanks for following me,5,32,5,5.6
simrockb hi welcome to datetwittwitter wed all love to see a pic check this out too,1,positive,16,5.1875,4,test,simrockb hi welcome to datetwittwitter wed all love to see a pic check this out too,simrockb hi welcome to datetwittwitter wed all love to see a pic check this out too,16,83,16,4.25
breakfast and beach,1,positive,3,6.333333333333333,4,test,breakfast and beach,breakfast and beach,3,19,3,5.666666666666667
amaninazaini nina means girl in spanish,1,positive,6,6.5,4,test,amaninazaini nina means girl in spanish,amaninazaini nina means girl in spanish,6,39,6,5.666666666666667
ddlovato demihi getting a blender for the tour its cool to bring a blender along haha and eat healthy is good,1,positive,21,5.190476190476191,4,test,ddlovato demihi getting a blender for the tour its cool to bring a blender along haha and eat healthy is good,ddlovato demihi getting a blender for the tour its cool to bring a blender along haha and eat healthy is good,21,109,21,4.238095238095238
so ebay went down just as i decided to buy this item argh i just want my wonder woman weekend bag already,0,negative,22,4.7727272727272725,0,test,so ebay went down just as i decided to buy this item argh i just want my wonder woman weekend bag already,so ebay went down just as i decided to buy this item argh i just want my wonder woman weekend bag already,22,105,22,3.8181818181818183
moosegrinder im not ashamed to have fallen for it much,1,positive,10,5.4,4,test,moosegrinder im not ashamed to have fallen for it much,moosegrinder im not ashamed to have fallen for it much,10,54,10,4.5
ayzah is months old today mashallah missin apple cheeks,0,negative,9,6.111111111111111,0,test,ayzah is months old today mashallah missin apple cheeks,ayzah is months old today mashallah missin apple cheeks,9,55,9,5.222222222222222
pollyworld ah i see i thought you were making a mental mote not to leave anything for your intruder to mess around with,1,positive,23,5.173913043478261,4,test,pollyworld ah i see i thought you were making a mental mote not to leave anything for your intruder to mess around with,pollyworld ah i see i thought you were making a mental mote not to leave anything for your intruder to mess around with,23,119,23,4.217391304347826
bitsnow hey remember me,1,positive,4,5.75,4,test,bitsnow hey remember me,bitsnow hey remember me,4,23,4,5.0
i broke my pistolordering a new one soon,0,negative,8,5.0,0,test,i broke my pistolordering a new one soon,i broke my pistolordering a new one soon,8,40,8,4.125
mrskutcher demi youre lovin britains got talent x,1,positive,8,6.125,4,test,mrskutcher demi youre lovin britains got talent x,mrskutcher demi youre lovin britains got talent x,8,49,8,5.25
this maygray weather in cali really blows next up junegloom,0,negative,10,5.9,0,test,this maygray weather in cali really blows next up junegloom,this maygray weather in cali really blows next up junegloom,10,59,10,5.0
alanmckenna well whoever did it is genius have them try putting david hasslehoff on yer puss next,1,positive,17,5.705882352941177,4,test,alanmckenna well whoever did it is genius have them try putting david hasslehoff on yer puss next,alanmckenna well whoever did it is genius have them try putting david hasslehoff on yer puss next,17,97,17,4.764705882352941
looking for a dj in pittsburgh pa for this event saturday its not going good,0,negative,15,5.066666666666666,0,test,looking for a dj in pittsburgh pa for this event saturday its not going good,looking for a dj in pittsburgh pa for this event saturday its not going good,15,76,15,4.133333333333334
i always get insomnia at the most inopportune times,0,negative,9,5.666666666666667,0,test,i always get insomnia at the most inopportune times,i always get insomnia at the most inopportune times,9,51,9,4.777777777777778
torsteints yesyes ill see you there,1,positive,6,5.833333333333333,4,test,torsteints yesyes ill see you there,torsteints yesyes ill see you there,6,35,6,5.0
ashleymgarcia exactly neither am i people are so deluded wow im glad you know how it feels i dont feel as bad now,1,positive,23,4.913043478260869,4,test,ashleymgarcia exactly neither am i people are so deluded wow im glad you know how it feels i dont feel as bad now,ashleymgarcia exactly neither am i people are so deluded wow im glad you know how it feels i dont feel as bad now,23,113,23,3.9565217391304346
tests in a day i will be insane,0,negative,8,3.875,0,test,tests in a day i will be insane,tests in a day i will be insane,8,31,8,3.0
kimdacelebrity u know u breaking day u aint foolin nobody,1,positive,10,5.7,4,test,kimdacelebrity u know u breaking day u aint foolin nobody,kimdacelebrity u know u breaking day u aint foolin nobody,10,57,10,4.8
listing to johny cash,1,positive,4,5.25,4,test,listing to johny cash,listing to johny cash,4,21,4,4.5
heyy jonaskevin tweet mee let me know if you read my messages im fetting crazy you rock,0,negative,17,5.117647058823529,0,test,heyy jonaskevin tweet mee let me know if you read my messages im fetting crazy you rock,heyy jonaskevin tweet mee let me know if you read my messages im fetting crazy you rock,17,87,17,4.176470588235294
aisleyne youll be fine,1,positive,4,5.5,4,test,aisleyne youll be fine,aisleyne youll be fine,4,22,4,4.75
towerofdoom you better not have texted anything naughty no one reads my phone naman,1,positive,14,5.928571428571429,4,test,towerofdoom you better not have texted anything naughty no one reads my phone naman,towerofdoom you better not have texted anything naughty no one reads my phone naman,14,83,14,5.0
ifeellikeababy yay sweden,1,positive,3,8.333333333333334,4,test,ifeellikeababy yay sweden,ifeellikeababy yay sweden,3,25,3,7.666666666666667
finally the end of skool,1,positive,5,4.8,4,test,finally the end of skool,finally the end of skool,5,24,5,4.0
children members of staff playing field huge headache,0,negative,8,6.625,0,test,children members of staff playing field huge headache,children members of staff playing field huge headache,8,53,8,5.75
stevenagata how can harajuku and extremematsuri not be a good fit harajuku is kind of extreme all the time,1,positive,19,5.578947368421052,4,test,stevenagata how can harajuku and extremematsuri not be a good fit harajuku is kind of extreme all the time,stevenagata how can harajuku and extremematsuri not be a good fit harajuku is kind of extreme all the time,19,106,19,4.631578947368421
is going to layout and jump on my trampoline seeing cousins later then quick shopping trip and dance later tonight,1,positive,20,5.7,4,test,is going to layout and jump on my trampoline seeing cousins later then quick shopping trip and dance later tonight,is going to layout and jump on my trampoline seeing cousins later then quick shopping trip and dance later tonight,20,114,20,4.75
is excited to do aca work tomorrow,1,positive,7,4.857142857142857,4,test,is excited to do aca work tomorrow,is excited to do aca work tomorrow,7,34,7,4.0
just drank some good ol flower tea,1,positive,7,4.857142857142857,4,test,just drank some good ol flower tea,just drank some good ol flower tea,7,34,7,4.0
jonic fuckin deid mate,0,negative,4,5.5,0,test,jonic fuckin deid mate,jonic fuckin deid mate,4,22,4,4.75
damn just found out dads blood disease isnt improving starts chemo monday,0,negative,12,6.083333333333333,0,test,damn just found out dads blood disease isnt improving starts chemo monday,damn just found out dads blood disease isnt improving starts chemo monday,12,73,12,5.166666666666667
ahhhhhh why is everything going wrong,0,negative,6,6.166666666666667,0,test,ahhhhhh why is everything going wrong,ahhhhhh why is everything going wrong,6,37,6,5.333333333333333
